Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
188,56be19b65457a32e338b4569,https://openei.org/apps/USURDB/rate/view/56be19b65457a32e338b4569,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP (50kV-220kV)",Southern California Edison Co,Commercial,Tiered energy charges = Energy generation charge + Energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $1.37453/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,50001,219999,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 03:43:18', '02/12/2016 03:45:45']"
189,56be1a775457a3ac1e8b456b,https://openei.org/apps/USURDB/rate/view/56be1a775457a3ac1e8b456b,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP (at 220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $1.37453/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 03:46:31', '02/12/2016 03:48:41']"
190,56be1b405457a3ac1e8b456c,https://openei.org/apps/USURDB/rate/view/56be1b405457a3ac1e8b456c,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP-Lite (under 2kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $0.68727/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,0,2000,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 03:49:52', '02/12/2016 03:51:27']"
191,56be1bca5457a3af1e8b4569,https://openei.org/apps/USURDB/rate/view/56be1bca5457a3af1e8b4569,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP-Lite (at 220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $0.68727/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 03:52:10', '02/12/2016 03:53:55']"
192,56be1c5f5457a369548b456a,https://openei.org/apps/USURDB/rate/view/56be1c5f5457a369548b456a,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP-Lite (50kV-220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $0.68727/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,50001,219999,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 03:54:39', '02/12/2016 03:57:02']"
193,56be1d7b5457a32e338b456a,https://openei.org/apps/USURDB/rate/view/56be1d7b5457a32e338b456a,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option CPP-Lite (2kv-50kv)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Critical Peak Energy Charge of $0.68727/kWh occurs during CPP event periods 12 times a year from 2p.m. to 6p.m.     Demand credit not applicable during critical peak event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single and 3-Phase,No demand window given,"[{'Facilities Voltage Discount (2KV <50KV)': '$-0.08/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-2.60/KW'}
 {'Facilties Voltage Discount >220 kV': '$-7.27/KW'}
 {'Time Voltage Discount (2KV-<50KV)': '$-0.19/KW'}
 {'Time Voltage Discount >50 kV-<220kV': '$-0.53/KW'}
 {'Time Voltage Discount >220 kV': '$-0.54/KW'}]",No additional energy comments given,"['02/12/2016 03:59:23', '02/12/2016 04:01:41']"
194,56be24bb5457a369548b456c,https://openei.org/apps/USURDB/rate/view/56be24bb5457a369548b456c,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option CPP (Under 2kv)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge    Critical peak pricing of $1.37453/kWh to occur 12 times a year between the hours of 2 p.m. and 6 p.n. during a CPP event.    Demand credit not applicable during CPP event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,0,2000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 04:30:19', '02/12/2016 04:35:27']"
195,56be261d5457a351738b4567,https://openei.org/apps/USURDB/rate/view/56be261d5457a351738b4567,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option CPP (2kV-50kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge    Critical peak pricing of $1.37453/kWh to occur 12 times a year between the hours of 2 p.m. and 6 p.n. during a CPP event.    Demand credit not applicable during CPP event.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 04:36:13', '02/12/2016 04:39:05']"
196,56be26f65457a332548b456b,https://openei.org/apps/USURDB/rate/view/56be26f65457a332548b456b,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option CPP (50kV-220kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge    Critical peak pricing of $1.37453/kWh to occur 12 times a year between the hours of 2 p.m. and 6 p.n. during a CPP event.    Demand credit not applicable during CPP event.    Maximum On*Peak demand credit of ($13.06).  Maximum Mid*Peak demand credit of ($3.38).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,50001,219999,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 04:39:50', '02/12/2016 04:42:46']"
197,56be27dd5457a332548b456c,https://openei.org/apps/USURDB/rate/view/56be27dd5457a332548b456c,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option CPP (at 220kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge    Critical peak pricing of $1.37453/kWh to occur 12 times a year between the hours of 2 p.m. and 6 p.n. during a CPP event.    Demand credit not applicable during CPP event.    Maximum On*Peak demand credit of ($13.06).  Maximum Mid*Peak demand credit of ($3.38).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2015,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['02/12/2016 04:43:41', '02/12/2016 04:46:18']"
198,586bef915457a3c76c1c9606,https://openei.org/apps/USURDB/rate/view/586bef915457a3c76c1c9606,17609,"Time of Use,"" General Service,"" Option A: GS-1 TOU A,"" Single Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Tiered energy structure = energy generation charge + energy delivery charge.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,Single Phase,No demand window given,"[{'Voltage Discount 2KV-<50 KV': '$-0.18/KW'}
 {'Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Voltage Discount >220 kV': '$-9.96/KW'}]",No additional energy comments given,"['01/03/2017 04:38:09', '01/03/2017 05:02:05', '01/03/2017 09:49:45']"
199,586bf5535457a3f2741c9605,https://openei.org/apps/USURDB/rate/view/586bf5535457a3f2741c9605,17609,"Time of Use,"" General Service,"" Option A: GS-1 TOU A,"" Three Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Tiered energy structure = energy generation charge + energy delivery charge.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,3-Phase,No demand window given,"[{'Voltage Discount 2KV-<50 KV': '$-0.18/KW'}
 {'Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Voltage Discount >220 kV': '$-9.96/KW'}]",No additional energy comments given,"['01/03/2017 05:02:43', '01/03/2017 05:04:16', '01/03/2017 09:50:31']"
200,586c0a835457a3ad061c9605,https://openei.org/apps/USURDB/rate/view/586c0a835457a3ad061c9605,17609,"TOU General Service,"" Non Demand Metered,"" Option C: GS-1 TOU C,"" Three Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge    * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/03/2017 06:33:07', '01/03/2017 06:40:33', '01/04/2017 03:53:29', '01/04/2017 04:01:20']"
201,586bf6605457a31b021c9605,https://openei.org/apps/USURDB/rate/view/586bf6605457a31b021c9605,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Single Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge    * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,Single Phase,No demand window given,"[{'Facilties Voltage Discount (2KV-<50KV)': '$-0.11/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-3.36/KW'}
 {'Facilties Voltage Discount >220 kV': '$-4.98/KW'}
 {'Time Voltage Discount (2KV-<50KV)': '$-0.13/KW'}
 {'Time Voltage Discount >50 kV-<220kV': '$-0.28/KW'}
 {'Time Voltage Discount >220 kV': '$-0.28/KW'}]",No additional energy comments given,"['01/03/2017 05:07:12', '01/03/2017 05:14:05', '01/03/2017 05:21:33', '01/04/2017 02:45:09']"
202,586bf8715457a3b3061c9605,https://openei.org/apps/USURDB/rate/view/586bf8715457a3b3061c9605,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Three Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge    * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,3-Phase,No demand window given,"[{'Facilties Voltage Discount (2KV-<50KV)': '$-0.11/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-3.36/KW'}
 {'Facilties Voltage Discount >220 kV': '$-4.98/KW'}
 {'Time Voltage Discount (2KV-<50KV)': '$-0.13/KW'}
 {'Time Voltage Discount >50 kV-<220kV': '$-0.28/KW'}
 {'Time Voltage Discount >220 kV': '$-0.28/KW'}]",No additional energy comments given,"['01/03/2017 05:16:01', '01/03/2017 05:24:48', '01/04/2017 02:46:15']"
203,586c139e5457a35c021c9605,https://openei.org/apps/USURDB/rate/view/586c139e5457a35c021c9605,17609,"Time of Use,"" General Service,"" Demand Metered,"" Option A: GS-2 TOU A,"" Single Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Tiered energy structure = energy generation charge + energy delivery charge.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,200,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/medium-business/!ut/p/b1/pVXLUtswFP0VushS46uXJS0dcE0cQkJiKPEm44dE3cYmEEMLX1-lkw7YGeKkeOGHdO7x0b33SE7s3DpxlTwXd0ld3FfJcvMduwssA-98MIOB9EMXBv3JaMz6FxgYs4C5BcAHlwet-CFlNp750fiUBMMJON-c2Imzql7V3535OtOL7L6qdVUvdNWD7XsP0qd1Uen1ugePSa3to9R58VSe_BvfkKyyInfmwjDCNSiEMWGIUW1QknGCcq1ySQShnOmt6D2qGqKDqSAwCG_8i3EfE2CkHb8LaC46CnxLPwR1MyE08nbidwGNeJiendppde6NxmdWH2_H7wL2xMtrtj9-A-go-t-iNTIw4TaDoYhAiBmWX8UOoJkiSbYAFYB_Ho4tILqiMKBXcDnzPArgbgH7OqurTHFXHeY2D-JDhiF2Zm-NJY1kKqcSSc4MYiI3SEmsUaqIaxKZcsLSNuGYB2D_6AfDUT8CJdjRhOEBrVj8eHiIPeuijVt-185tp43aOluZuaLvdTINIuNGI5PaG3NTiVSe5EgSDobYQZLxLkL3aMLwAA8dv_Dt_tGW2zIA5g25JhM54BS5xGRWrsEo1VIgYJq5Ks2t5KyLkBxNGB7g4f9efw_WZbJcnnzYD03HD8V7-QftsB2E-GjC8ICD6BP5aJ8ne-sZzBpGThTmCeMSAc34pp4EqVS7CLtcSZFT28-qg_CUHk0YHnBIfCIhy-TxTr_lY1Vel5K-FPZCP6f-VALlq-fXC3N5iZJUvtDXyJTlYlS3J355X_4ATK--7Q!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,0,2000,3-Phase,No demand window given,"[{'Voltage Discount 2KV-<50 KV': '$-0.18/KW'}
 {'Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Voltage Discount >220 kV': '$-9.96/KW'}]",No additional energy comments given,"['01/03/2017 07:11:58', '01/03/2017 07:16:43', '01/04/2017 05:02:45']"
204,586c16045457a369201c9605,https://openei.org/apps/USURDB/rate/view/586c16045457a369201c9605,17609,"Time of Use,"" General Service,"" Demand Metered,"" Option A: GS-2 TOU A,"" Three Phase (Under 2 kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,200,20,True,12/31/2016,12/29/2016,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/medium-business/!ut/p/b1/pVXLUtswFP0VushS46uXJS0dcE0cQkJiKPEm44dE3cYmEEMLX1-lkw7YGeKkeOGHdO7x0b33SE7s3DpxlTwXd0ld3FfJcvMduwssA-98MIOB9EMXBv3JaMz6FxgYs4C5BcAHlwet-CFlNp750fiUBMMJON-c2Imzql7V3535OtOL7L6qdVUvdNWD7XsP0qd1Uen1ugePSa3to9R58VSe_BvfkKyyInfmwjDCNSiEMWGIUW1QknGCcq1ySQShnOmt6D2qGqKDqSAwCG_8i3EfE2CkHb8LaC46CnxLPwR1MyE08nbidwGNeJiendppde6NxmdWH2_H7wL2xMtrtj9-A-go-t-iNTIw4TaDoYhAiBmWX8UOoJkiSbYAFYB_Ho4tILqiMKBXcDnzPArgbgH7OqurTHFXHeY2D-JDhiF2Zm-NJY1kKqcSSc4MYiI3SEmsUaqIaxKZcsLSNuGYB2D_6AfDUT8CJdjRhOEBrVj8eHiIPeuijVt-185tp43aOluZuaLvdTINIuNGI5PaG3NTiVSe5EgSDobYQZLxLkL3aMLwAA8dv_Dt_tGW2zIA5g25JhM54BS5xGRWrsEo1VIgYJq5Ks2t5KyLkBxNGB7g4f9efw_WZbJcnnzYD03HD8V7-QftsB2E-GjC8ICD6BP5aJ8ne-sZzBpGThTmCeMSAc34pp4EqVS7CLtcSZFT28-qg_CUHk0YHnBIfCIhy-TxTr_lY1Vel5K-FPZCP6f-VALlq-fXC3N5iZJUvtDXyJTlYlS3J355X_4ATK--7Q!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,3-Phase,No demand window given,"[{'Voltage Discount (2KV-<50 KV)': '$-0.18/KW'}
 {'Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Voltage Discount >220 kV': '$-9.96/KW'}]",No additional energy comments given,"['01/03/2017 07:22:12', '01/03/2017 07:28:11', '01/04/2017 05:05:09', '07/27/2018 06:22:50']"
